term,Onecut2,Onecut3,Gria1,Gria2,Gria3,Gria4,Grid1,Grid2,Grik1,Grik2,Grik3,Grik4,Grik5,Grin1,Grin2a,Grin2b,Grin2c,Grin2d,Grin3a,Grin3b,Grm1,Grm5,Grm2,Grm3,Grm4,Grm7,Grm8,Slc17a6,Slc17a7,Slc17a8,Slc1a1,Slc1a2,Slc1a6,Gad1,Slc32a1,Slc6a1,Th,Trh
Grm1,-0.08321374890984969,-0.239528272874636,0.18472502457103318,0.10556413602647526,0.11646722524971802,0.05190837937049025,0.18545405125087783,0.2850802028353784,0.09632835840567823,0.08059517951715672,-0.12270852128194489,0.0903611052212635,0.031757645520884156,0.13646108714491886,0.1777766033475577,0.04226677532707787,-0.04369753934680195,0.0844097907184543,0.1524999230975105,0.028306221249075572,NA,0.20782929887648466,0.0571935501764855,0.06797168062519628,-0.009488971572593255,0.1723710811288413,0.17430140585259163,0.20059214764811698,0.038398043188070004,0.020927552485459078,0.009651115966301584,0.024526457954926525,0.12630728192865856,0.05101420241627984,0.007645402302848947,0.03699203127713374,0.008826097581637188,0.041411710690336855
Grm5,-0.1560813077398016,-0.2782278382328822,0.17893760506029627,0.09562180799848453,0.2416799420698418,0.15227786075417865,0.28200348790827506,0.2908671481226856,0.12064028036508809,-0.016006577970598557,-0.11473838134487442,0.07805453308422819,0.09434057582603059,0.2621350260280984,0.18313567104873213,0.11751532916946875,-0.02403832510867619,0.08285549273746505,0.1600117127184836,0.011280612039606536,0.20782929887648466,NA,-0.009739530627771158,0.1863045173687529,0.09967714570140553,0.15036226472164754,0.11827333143711656,0.07587080795922106,-0.005334712443259068,0.04296110978642111,0.0520171660735408,0.10557814083145169,0.1317566776457871,0.19834031427821813,0.19714728790217576,0.14005591810177048,0.0701530981932489,-0.02319679219610209
Grm2,0.0816730323275222,-0.0314919613596517,3.6549610798879633e-4,-0.0022955121805944946,-0.04617228125820686,-0.027606203863812507,0.020282561179761176,0.05898295004199258,-0.028668830116216078,0.032951925183604666,-0.01844892368544022,0.032862239599600225,-0.010443626915227912,-0.05204114168550188,-0.014039487608187571,-0.06809134343957549,-0.01990823061453113,-0.02266181068094138,0.022814180971416027,0.005944008476892324,0.0571935501764855,-0.009739530627771158,NA,0.06136863350564303,0.06362246004829582,0.00822541091242085,0.006011032361919733,0.05769657815058097,-0.013468994223487163,0.02433736469902603,-0.0039742088382368245,0.03881298816516399,0.15021845895650418,-0.05620713591576434,-0.08072361651462785,0.002582044116050831,-0.022186547020141785,0.013588631428262204
Grm3,-0.02056227258835906,-0.1582379445791868,0.10791064839589902,0.03891497695505373,0.1973379805017666,0.03205694236916598,0.12437718537378162,0.09472393912450741,0.008511694684361372,0.0015975515744534245,0.07561591089900054,0.05918225637166219,0.06944367924654513,0.06061394543818375,0.11422863605370256,0.04808408539631055,0.02307627934715636,0.06901657674694509,0.020707182612282042,-0.011350187757108264,0.06797168062519628,0.1863045173687529,0.06136863350564303,NA,0.06124813076590622,0.0075300689600589395,0.028280619739690684,-0.013785066391163038,0.018866986791899538,0.02344566851679556,-0.045307011945767355,0.12225718046781422,0.09914240826347985,0.09372672288426365,0.10067437203200746,0.11780922928723964,0.009253360843816049,-0.014967849585212568
Grm4,-0.040778765310384504,-0.08839423401497137,0.08498660734841326,0.019181800269778667,0.14620985007172704,-0.01506004051945116,0.1343935618899045,0.11850060340317754,0.11333976798742426,0.042853922516243766,-0.06734897074870763,-0.047867344306035085,-0.03974082397073662,0.07469596810942962,0.08583066758382878,0.013616273329237845,-0.0087196677065642,0.014600467365084791,0.09352875595022728,-0.01142983441409088,-0.009488971572593255,0.09967714570140553,0.06362246004829582,0.06124813076590622,NA,0.11208256377779988,0.0265471799047735,0.0954122788415149,-0.010479792972584197,0.0093547226651921455,0.016258844276041285,0.019436127859830444,0.1075813722866305,-0.013603202150653955,0.03448535042437268,-0.012531121157923075,-0.01083092292289875,0.07609551972078078
Grm7,0.022541404058858457,-0.2152361170778369,0.03864897496046995,0.038409600263061595,0.11650428847189463,0.056390093299640474,0.09283259065013044,0.24665554946342133,0.06559547099264978,0.10912684296430378,-0.08771020015612714,0.06615274080060751,0.06457185417305449,0.15107834306235465,0.21930340058856476,0.05653248492244253,-0.07244099925767347,0.08166591612073351,0.21935976190344117,0.03446425581465722,0.1723710811288413,0.15036226472164754,0.00822541091242085,0.0075300689600589395,0.11208256377779988,NA,0.09386584354129256,0.2087179820767431,0.02585188565209783,0.03288166426366086,0.026451950204652068,0.05898501233953915,0.1289929052321971,-0.05115924343948582,0.006651540506975126,2.1612829155917603e-4,-0.0101747817013148,0.06806025921646444
Grm8,-0.06138971937651794,-0.06363850258550786,0.1212304958232836,0.10971223647745197,-0.0430230928409293,0.1218679300072063,0.1274510236863901,0.13133514828237733,0.08945657438609327,0.0888155312481135,-0.17404593766786566,0.0302230925448535,-0.021463661490164824,-1.0362048067556527e-4,0.14019449618891644,0.04581152556770264,-0.07087832214720174,0.01507889168943023,0.07743989929839966,0.026254690275829343,0.17430140585259163,0.11827333143711656,0.006011032361919733,0.028280619739690684,0.0265471799047735,0.09386584354129256,NA,0.22542895747821884,0.06468783391661956,-0.022181045220355248,0.00398785046782335,0.018221663385095593,0.07660310443665791,-0.06776181468413824,-0.11838377988219681,0.009854608696656787,0.008796727539911958,0.059375092658509404
Slc17a6,-0.05935692707118344,-0.19233101124331442,0.14224197557217996,0.08254236133948394,-0.036123587730461315,-0.007376150082358988,0.13423900665892063,0.13843297826537718,0.09914291027174829,0.04186079315482611,-0.15742427312609752,0.08381864622574793,0.05355244545033291,0.040499471373126615,0.14081994300856882,-0.0034788216501866463,-0.05913530247837814,0.02562789295889402,0.08917060267965135,0.033198906808193616,0.20059214764811698,0.07587080795922106,0.05769657815058097,-0.013785066391163038,0.0954122788415149,0.2087179820767431,0.22542895747821884,NA,0.07109716940099164,-0.0035187729737441585,-0.021925678608746144,0.013988292660747168,0.09075683464978283,-0.23111347421241674,-0.3149509670109773,-0.10469906553864562,-0.08450983144036536,0.2065939335286624
Slc17a7,0.03815221578720995,-0.029808305716825252,0.027842208647938897,0.01922165165001931,-0.020879037971729342,-0.020668055694303755,0.029229037634161594,0.03671846096225186,0.055752233750076305,-0.11525070665144709,-0.04308846161889777,0.04653670666046262,0.009081665910383787,0.032491184908773216,-0.01716711331900353,-0.01856470450753507,-0.008644129492433846,-0.0028175866948430953,-0.047095701102168847,-0.006886261737347208,0.038398043188070004,-0.005334712443259068,-0.013468994223487163,0.018866986791899538,-0.010479792972584197,0.02585188565209783,0.06468783391661956,0.07109716940099164,NA,-0.013403412350528804,-0.021399354175245893,-0.04643775715481716,-0.021899319357528632,-0.007773047415029548,-0.04863560279778179,0.022798470250056393,-0.013298060519703177,0.1084236732383671
Slc17a8,0.011104060823423766,-0.06933435337859073,0.05754088482809123,-0.014531358225135788,0.1450768256365827,-0.027769207331194496,0.007538658354085733,0.0056290891214115955,0.006375988696123505,-0.0433464588255614,0.04908678685111817,0.028813314053508125,-0.04939716152419738,-0.028419291012843538,-0.05063782393231586,0.05275638568638874,-0.019811295458918937,0.021518366086802878,0.0031640700391996086,-0.01578247595729009,0.020927552485459078,0.04296110978642111,0.02433736469902603,0.02344566851679556,0.0093547226651921455,0.03288166426366086,-0.022181045220355248,-0.0035187729737441585,-0.013403412350528804,NA,-0.009697371579578834,0.011200198329445615,0.10402346455450152,0.013221131756353737,0.038535189693674685,0.007478136662428502,0.15769061619774827,0.10386329942769933
Slc1a1,0.026881215403073012,-0.12487070747778928,-0.02637789137450734,-0.028093230092445312,-0.022381917800627933,0.04736285714296432,-0.022725505041188303,0.05440712022634611,-0.026060255962868158,0.017925426124899876,0.04768968170933884,-0.058027151496800114,-0.02966487547093397,-0.029263457395407696,0.01368743703149747,0.021789465554742947,-0.03162992506002642,-0.02157356063140083,0.002837710037619189,-0.025197672349387468,0.009651115966301584,0.0520171660735408,-0.0039742088382368245,-0.045307011945767355,0.016258844276041285,0.026451950204652068,0.00398785046782335,-0.021925678608746144,-0.021399354175245893,-0.009697371579578834,NA,-0.04336124384413389,0.02573788577355615,0.01707030052029577,0.040636840760839205,0.06475142315566772,-0.009814830999330018,-0.03971443412453303
Slc1a2,0.017592763656001122,-0.13975337708386057,0.02101905463041243,0.05371095019485167,0.06517481029237851,0.009036669397803078,0.021443703183704036,0.02359469176896121,0.07961969654051046,0.09334945884710148,0.09917624330774988,-6.78835665866496e-4,-0.009793092088705695,0.0759558754642023,-0.002721352791838287,-0.008084892879402696,0.004341438830577409,0.07585483984982601,0.02440005677371825,-0.01794147905286657,0.024526457954926525,0.10557814083145169,0.03881298816516399,0.12225718046781422,0.019436127859830444,0.05898501233953915,0.018221663385095593,0.013988292660747168,-0.04643775715481716,0.011200198329445615,-0.04336124384413389,NA,0.007956261979622988,0.10160770694454033,0.09293637371097122,0.06310930362911495,0.05307735750094332,-0.06488544448101734
Slc1a6,0.10385298105962597,-0.2063545016377719,0.1371508430471437,0.09150313637168941,0.16224520775100681,0.09438274269357937,0.1403128307645832,0.11792322156110653,0.0505803493569967,0.05047868484281453,-0.07276151958004878,0.008084047625513504,0.033091332367498935,0.10087791712248902,0.17809082531312934,0.020413865892088663,-0.045311077047996126,0.061277922282843136,0.16324068580464715,-0.025104273437833627,0.12630728192865856,0.1317566776457871,0.15021845895650418,0.09914240826347985,0.1075813722866305,0.1289929052321971,0.07660310443665791,0.09075683464978283,-0.021899319357528632,0.10402346455450152,0.02573788577355615,0.007956261979622988,NA,0.055464603430176077,0.09297107312483462,0.05476337275724345,0.08090550739059355,0.04276958981200404
Gad1,-0.13431190074540647,-0.21826264682491167,0.05420655752355963,0.011982206932249079,0.18647861319380046,0.04772587584625771,0.12831853183859485,0.0818774632727989,0.05806770517753711,-0.07326149640666053,0.15291114691590987,0.04384482242399362,-0.008872863303683965,0.09092310025676377,0.01790389717858556,0.10428746913068548,0.05549797312217211,0.09051678736196407,0.046046573837406894,-0.05076974574664766,0.05101420241627984,0.19834031427821813,-0.05620713591576434,0.09372672288426365,-0.013603202150653955,-0.05115924343948582,-0.06776181468413824,-0.23111347421241674,-0.007773047415029548,0.013221131756353737,0.01707030052029577,0.10160770694454033,0.055464603430176077,NA,0.3756674689402769,0.09865825208266837,0.06194591756119492,-0.14117143115027161
Slc32a1,-0.09668512018276887,-0.34037175601121167,0.051605748490376115,0.03600991076120967,0.1916043821802236,0.07009313950558137,0.16076773844384512,0.10010815434645072,0.056527461845417105,-0.02132135557825345,0.14614825741630305,0.06752253834925591,0.046347109236936655,0.18004150932497404,0.0571493139607217,0.06738265182401287,0.09925684672777549,0.11035204446042156,0.08872131924003213,-0.050902188708497074,0.007645402302848947,0.19714728790217576,-0.08072361651462785,0.10067437203200746,0.03448535042437268,0.006651540506975126,-0.11838377988219681,-0.3149509670109773,-0.04863560279778179,0.038535189693674685,0.040636840760839205,0.09293637371097122,0.09297107312483462,0.3756674689402769,NA,0.19501733712326436,0.17513681297827188,-0.13785248199168035
Slc6a1,-0.021080950631882853,-0.19892537938083127,0.0729043529383727,0.0029674709811111687,0.09451208107891433,0.0777423863774079,0.12680766545277866,0.08761676853650235,0.06399057870942419,0.028928054952358766,0.11932543805309984,-0.015481561589077963,-0.031101365178034548,0.023348348312794597,0.012028753970022638,0.06109350020496207,0.07008801859882173,-0.028365025072782775,0.0056615801606600446,0.0049660400459958405,0.03699203127713374,0.14005591810177048,0.002582044116050831,0.11780922928723964,-0.012531121157923075,2.1612829155917603e-4,0.009854608696656787,-0.10469906553864562,0.022798470250056393,0.007478136662428502,0.06475142315566772,0.06310930362911495,0.05476337275724345,0.09865825208266837,0.19501733712326436,NA,0.05035506404858366,-0.05112188715942411
Th,-0.07184848364752716,-0.12948438287341044,0.087547920320764,-0.005085889408109824,0.055480882399696105,0.053308983370591034,-0.028387175578907808,0.042052492139501074,0.06411460943523212,0.031948677017173875,0.03867074568633447,-0.002047391949447905,-0.06573019191311345,0.045018218089715525,-0.013131685621236273,-0.02823347034695763,-0.019655577184121188,0.005043916077604568,0.035192448304414446,0.002955220589385544,0.008826097581637188,0.0701530981932489,-0.022186547020141785,0.009253360843816049,-0.01083092292289875,-0.0101747817013148,0.008796727539911958,-0.08450983144036536,-0.013298060519703177,0.15769061619774827,-0.009814830999330018,0.05307735750094332,0.08090550739059355,0.06194591756119492,0.17513681297827188,0.05035506404858366,NA,0.03098137176027814
